NGRAM,NCOUNT,LEN,WCOUNT,MASKED,IMPORTANCE,REDUNDANT
ცი>,47,3,1860,cი>,87420,False
ცვლ,46,3,1900,cვლ,87400,False
<გვ,35,3,2491,<გვ,87185,False
ქებ,38,3,2278,kებ,86564,True
მკვ,47,3,1825,მkვ,85775,False
ჯიბ,12,3,7069,jიბ,84828,False
ქვა,39,3,2170,kვა,84630,True
ღამ,11,3,7619,გამ,83809,True
მოგ,41,3,2034,მოგ,83394,False
ათმ,11,3,7527,აtმ,82797,False
წამ,42,3,1944,cამ,81648,False
ნაც,36,3,2267,ნაc,81612,True
გა>,38,3,2139,გა>,81282,False
ტრე,13,3,6233,tრე,81029,False
ტაც,46,3,1759,tაc,80914,False
კრე,37,3,2185,kრე,80845,False
ვეთ,39,3,2071,ვეt,80769,False
ტრუ,40,3,2010,tრუ,80400,False
ავტ,34,3,2362,ავt,80308,False
ქრო,36,3,2212,kრო,79632,False
ტილ,39,3,2032,tილ,79248,False
<ფრ,42,3,1879,<pრ,78918,True
სათ,35,3,2246,საt,78610,False
ეთა,32,3,2444,ეtა,78208,True
რაც,39,3,2003,რაc,78117,False
ცენ,39,3,2003,cენ,78117,False
ვეტ,38,3,2028,ვეt,77064,True
გზა,38,3,2027,გზა,77026,False
ტვი,38,3,2025,tვი,76950,True
დაქ,32,3,2390,დაk,76480,True
სპე,31,3,2463,სpე,76353,False
აკ>,20,3,3817,აk>,76340,True
ათ>,17,3,4440,აt>,75480,False
მაღ,39,3,1933,მაგ,75387,True
ორტ,35,3,2153,ორt,75355,False
ნტა,34,3,2207,ნtა,75038,True
კერ,36,3,2074,kერ,74664,False
გალ,37,3,2014,გალ,74518,False
ტივ,42,3,1755,tივ,73710,False
მღე,20,3,3679,მგე,73580,False
დგი,36,3,2025,დგი,72900,False
რთხ,38,3,1915,რtხ,72770,False
ცილ,41,3,1769,cილ,72529,True
სატ,35,3,2062,საt,72170,True
წყვ,37,3,1947,cყვ,72039,False
კუნ,17,3,4231,kუნ,71927,False
შუქ,10,3,7190,შუk,71900,False
აფ>,19,3,3784,აp>,71896,False
წვე,35,3,2042,cვე,71470,False
გრძ,36,3,1979,გრძ,71244,False
ამტ,36,3,1975,ამt,71100,False
კლე,36,3,1970,kლე,70920,False
წიგ,13,3,5442,cიგ,70746,False
ღვრ,41,3,1712,გვრ,70192,False
აგო,34,3,2053,აგო,69802,False
ცნ>,5,3,13958,cნ>,69790,False
ქტო,38,3,1833,ktო,69654,False
ფებ,35,3,1989,pებ,69615,False
რეკ,37,3,1880,რეk,69560,False
რტყ,30,3,2318,რtყ,69540,False
დგე,37,3,1879,დგე,69523,False
სწა,37,3,1875,სcა,69375,False
ოტი,36,3,1923,ოtი,69228,False
ატრ,33,3,2094,აtრ,69102,False
ფა>,34,3,2023,pა>,68782,False
ტონ,30,3,2285,tონ,68550,False
წვა,39,3,1751,cვა,68289,False
საგ,32,3,2101,საგ,67232,True
რაკ,32,3,2095,რაk,67040,False
ქი>,40,3,1672,kი>,66880,True
ატ>,18,3,3696,აt>,66528,True
ცნი,9,3,7328,cნი,65952,False
ვტო,30,3,2176,ვtო,65280,False
უკუ,16,3,4074,უkუ,65184,False
წყე,38,3,1709,cყე,64942,False
ურთ,34,3,1905,ურt,64770,False
ქია,9,3,7144,kია,64296,False
აუწ,31,3,2050,აუc,63550,False
გრი,28,3,2257,გრი,63196,False
ონტ,32,3,1960,ონt,62720,False
აგ>,17,3,3674,აგ>,62458,False
უთა,19,3,3280,უtა,62320,False
ცვა,36,3,1712,cვა,61632,True
<ტი,38,3,1618,<tი,61484,True
აღლ,34,3,1803,აგლ,61302,False
გილ,33,3,1850,გილ,61050,False
რგა,31,3,1964,რგა,60884,False
ააკ,30,3,2023,ააk,60690,False
ღარ,34,3,1756,გარ,59704,True
<ეგ,28,3,2127,<ეგ,59556,False
თამ,29,3,2053,tამ,59537,False
ფას,40,3,1481,pას,59240,False
<უფ,19,3,3117,<უp,59223,False
მაც,36,3,1642,მაc,59112,False
თობ,36,3,1640,tობ,59040,False
ტენ,31,3,1890,tენ,58590,False
<დღ,20,3,2923,<დგ,58460,False
თრე,38,3,1530,tრე,58140,True
ღა>,10,3,5809,გა>,58090,True
ითა,31,3,1847,იtა,57257,True
მიკ,29,3,1974,მიk,57246,False
ცხა,32,3,1786,cხა,57152,False
თია,32,3,1779,tია,56928,True
უსტ,30,3,1889,უსt,56670,False
თილ,32,3,1770,tილ,56640,True
გნა,10,3,5658,გნა,56580,False
კვლ,34,3,1662,kვლ,56508,False
ცხლ,34,3,1661,cხლ,56474,False
ზაც,29,3,1942,ზაc,56318,False
ციო,31,3,1790,cიო,55490,False
აცვ,34,3,1632,აcვ,55488,False
<აჯ,20,3,2771,<აj,55420,False
ნტრ,30,3,1847,ნtრ,55410,False
<ეპ,27,3,2020,<ეp,54540,False
ტელ,29,3,1862,tელ,53998,False
იტე,26,3,2075,იtე,53950,False
ეკა,33,3,1634,ეkა,53922,False
ნატ,27,3,1989,ნაt,53703,True
ნაგ,31,3,1724,ნაგ,53444,False
კლა,30,3,1770,kლა,53100,False
ნგა,31,3,1707,ნგა,52917,False
რიტ,26,3,2029,რიt,52754,False
<მტ,28,3,1882,<მt,52696,True
ორც,33,3,1583,ორc,52239,False
სტუ,29,3,1801,სtუ,52229,False
აწვ,32,3,1631,აcვ,52192,True
ტირ,29,3,1798,tირ,52142,False
ტო>,33,3,1580,tო>,52140,False
გახ,34,3,1526,გახ,51884,False
<სპ,28,3,1850,<სp,51800,False
ფრთ,34,3,1518,pრt,51612,False
ესტ,28,3,1843,ესt,51604,False
ნტუ,33,3,1557,ნtუ,51381,False
ცა>,29,3,1766,cა>,51214,False
ქცე,31,3,1639,kcე,50809,False
ისკ,32,3,1577,ისk,50464,False
ითხ,30,3,1673,იtხ,50190,False
აღ>,14,3,3584,აგ>,50176,True
რიკ,31,3,1612,რიk,49972,False
გაც,35,3,1420,გაc,49700,False
ტიუ,33,3,1504,tიუ,49632,False
დეგ,32,3,1549,დეგ,49568,False
კინ,27,3,1832,kინ,49464,False
გვე,29,3,1700,გვე,49300,False
რეტ,29,3,1695,რეt,49155,False
აგვ,28,3,1737,აგვ,48636,False
<წვ,29,3,1653,<cვ,47937,False
ათვ,28,3,1705,აtვ,47740,False
არკ,29,3,1634,არk,47386,True
აღი,30,3,1569,აგი,47070,True
ღვე,32,3,1466,გვე,46912,True
გაზ,32,3,1463,გაზ,46816,False
ეცხ,32,3,1462,ეcხ,46784,False
იცხ,32,3,1462,იcხ,46784,False
თხი,33,3,1410,tხი,46530,False
ცირ,27,3,1714,cირ,46278,False
რგვ,32,3,1446,რგვ,46272,False
<ქუ,20,3,2298,<kუ,45960,True
კეტ,32,3,1430,kეt,45760,True
<დგ,19,3,2402,<დგ,45638,True
რთე,27,3,1658,რtე,44766,True
ფლე,29,3,1535,pლე,44515,False
წმე,28,3,1571,cმე,43988,False
შეკ,30,3,1463,შეk,43890,False
ამც,27,3,1617,ამc,43659,True
სუფ,29,3,1501,სუp,43529,False
ეიფ,7,3,6218,ეიp,43526,False
ანკ,30,3,1442,ანk,43260,False
დგ>,5,3,8650,დგ>,43250,False
პი>,29,3,1487,pი>,43123,True
იკე,22,3,1956,იkე,43032,False
ინტ,25,3,1718,ინt,42950,True
ნიტ,21,3,2043,ნიt,42903,False
აპ>,13,3,3294,აp>,42822,True
რაგ,26,3,1643,რაგ,42718,False
ერტ,27,3,1579,ერt,42633,True
ტატ,28,3,1519,tაt,42532,False
თო>,24,3,1766,tო>,42384,True
უთხ,33,3,1276,უtხ,42108,False
წავ,28,3,1497,cავ,41916,False
ამკ,29,3,1435,ამk,41615,False
ლატ,26,3,1597,ლაt,41522,True
აუფ,24,3,1729,აუp,41496,False
აქც,29,3,1430,აkc,41470,False
თხვ,30,3,1374,tხვ,41220,False
კის,26,3,1582,kის,41132,False
უკა,24,3,1705,უkა,40920,False
<მც,22,3,1833,<მc,40326,True
მიწ,26,3,1542,მიc,40092,False
ეცი,28,3,1430,ეcი,40040,False
<კლ,25,3,1590,<kლ,39750,False
გატ,30,3,1322,გაt,39660,False
კატ,26,3,1525,kაt,39650,False
მოტ,27,3,1468,მოt,39636,True
რით,26,3,1520,რიt,39520,True
კიდ,27,3,1463,kიდ,39501,False
ოსტ,25,3,1574,ოსt,39350,False
ანქ,29,3,1354,ანk,39266,True
ეთქ,30,3,1301,ეtk,39030,False
თხო,29,3,1343,tხო,38947,False
ოკა,27,3,1438,ოkა,38826,True
წებ,27,3,1437,cებ,38799,True
იგა,32,3,1204,იგა,38528,False
<ეტ,22,3,1746,<ეt,38412,True
ფიც,27,3,1421,pიc,38367,False
ამპ,22,3,1742,ამp,38324,False
ფან,28,3,1368,pან,38304,False
გირ,28,3,1366,გირ,38248,False
აჯ>,11,3,3446,აj>,37906,False
ეგო,29,3,1302,ეგო,37758,False
კორ,25,3,1504,kორ,37600,False
კამ,29,3,1283,kამ,37207,False
ჩაფ,7,3,5289,ჩაp,37023,False
იგე,28,3,1321,იგე,36988,False
დაჯ,21,3,1755,დაj,36855,False
აჯა,26,3,1388,აjა,36088,False
<ტუ,29,3,1244,<tუ,36076,True
ეფე,30,3,1200,ეpე,36000,False
ოტე,22,3,1633,ოtე,35926,True
ციე,21,3,1709,cიე,35889,False
რეგ,28,3,1277,რეგ,35756,False
იცე,21,3,1695,იcე,35595,False
აგუ,24,3,1483,აგუ,35592,False
ქვი,24,3,1480,kვი,35520,True
ცხე,23,3,1539,cხე,35397,False
აცხ,25,3,1408,აcხ,35200,False
კოს,24,3,1465,kოს,35160,False
უფლ,27,3,1301,უpლ,35127,False
ცვე,27,3,1292,cვე,34884,True
ორთ,20,3,1744,ორt,34880,True
არჯ,25,3,1393,არj,34825,False
ღერ,24,3,1442,გერ,34608,True
გორ,25,3,1383,გორ,34575,False
ღვი,24,3,1436,გვი,34464,True
<ტყ,26,3,1323,<tყ,34398,False
ფეხ,26,3,1316,pეხ,34216,False
აგნ,24,3,1424,აგნ,34176,False
ფრე,26,3,1310,pრე,34060,False
ინჯ,26,3,1306,ინj,33956,False
ააგ,24,3,1402,ააგ,33648,False
აწ>,10,3,3328,აc>,33280,True
<პუ,30,3,1108,<pუ,33240,True
თვლ,29,3,1142,tვლ,33118,False
ნგი,25,3,1322,ნგი,33050,False
მცი,24,3,1374,მcი,32976,False
გდე,24,3,1369,გდე,32856,False
ამთ,22,3,1490,ამt,32780,True
აათ,20,3,1634,ააt,32680,False
აჟ>,10,3,3262,აj>,32620,True
ლაგ,25,3,1295,ლაგ,32375,False
გის,24,3,1339,გის,32136,False
პორ,24,3,1338,pორ,32112,True
ეტ>,20,3,1603,ეt>,32060,False
დგა,25,3,1281,დგა,32025,False
ლეტ,23,3,1390,ლეt,31970,False
გაბ,27,3,1182,გაბ,31914,False
ოფა,23,3,1386,ოpა,31878,False
გათ,23,3,1385,გაt,31855,True
პულ,28,3,1135,pულ,31780,False
გნი,24,3,1323,გნი,31752,False
წონ,25,3,1270,cონ,31750,False
ითო,22,3,1443,იtო,31746,False
ააღ,25,3,1265,ააგ,31625,True
ოცე,25,3,1261,ოcე,31525,False
ქა>,26,3,1209,kა>,31434,True
იტუ,20,3,1567,იtუ,31340,False
ცევ,24,3,1303,cევ,31272,True
თელ,20,3,1563,tელ,31260,True
<ეფ,20,3,1554,<ეp,31080,True
ოკი,25,3,1239,ოkი,30975,False
ლაპ,27,3,1146,ლაp,30942,False
აუთ,19,3,1623,აუt,30837,False
ლგა,23,3,1333,ლგა,30659,False
დღე,22,3,1380,დგე,30360,True
თქმ,25,3,1214,tkმ,30350,False
რცი,27,3,1124,რcი,30348,False
სკო,22,3,1379,სkო,30338,False
ჯერ,27,3,1122,jერ,30294,False
ეკვ,23,3,1304,ეkვ,29992,False
კლი,22,3,1353,kლი,29766,False
რცვ,28,3,1058,რcვ,29624,False
ლიკ,22,3,1338,ლიk,29436,False
ლაც,23,3,1277,ლაc,29371,False
<სკ,22,3,1334,<სk,29348,False
აკლ,24,3,1221,აkლ,29304,False
ორგ,22,3,1319,ორგ,29018,False
ეპი,22,3,1313,ეpი,28886,False
რეც,25,3,1154,რეc,28850,False
სპი,21,3,1367,სpი,28707,False
ერგ,22,3,1302,ერგ,28644,False
ცალ,24,3,1190,cალ,28560,False
კუმ,29,3,984,kუმ,28536,False
გაწ,22,3,1297,გაc,28534,True
მაკ,22,3,1290,მაk,28380,False
გომ,22,3,1285,გომ,28270,False
ერც,23,3,1227,ერc,28221,False
ანც,24,3,1173,ანc,28152,False
მტვ,22,3,1269,მtვ,27918,False
<აჟ,11,3,2532,<აj,27852,True
ქონ,21,3,1324,kონ,27804,True
ეგ>,17,3,1635,ეგ>,27795,False
თერ,19,3,1459,tერ,27721,True
ტკი,22,3,1255,tkი,27610,False
ანჯ,25,3,1102,ანj,27550,False
ლოკ,24,3,1146,ლოk,27504,False
აქმ,23,3,1195,აkმ,27485,False
აგდ,24,3,1145,აგდ,27480,False
აფუ,20,3,1364,აpუ,27280,False
გობ,25,3,1090,გობ,27250,False
ჯი>,24,3,1129,jი>,27096,False
სფე,23,3,1178,სpე,27094,True
სკა,22,3,1219,სkა,26818,False
დგო,22,3,1190,დგო,26180,False
<ცა,23,3,1132,<cა,26036,True
თეს,22,3,1183,tეს,26026,False
ნგრ,23,3,1126,ნგრ,25898,False
<თქ,17,3,1521,<tk,25857,False
ოგა,19,3,1359,ოგა,25821,False
აქი,24,3,1075,აkი,25800,True
ღალ,20,3,1289,გალ,25780,True
ეთ>,14,3,1840,ეt>,25760,True
ამგ,23,3,1119,ამგ,25737,False
გაშ,22,3,1165,გაშ,25630,False
<უწ,21,3,1219,<უc,25599,True
აპო,23,3,1102,აpო,25346,False
გმა,23,3,1100,გმა,25300,False
აცა,20,3,1263,აcა,25260,False
თხა,20,3,1263,tხა,25260,False
ტეხ,22,3,1146,tეხ,25212,False
უფრ,10,3,2520,უpრ,25200,False
სტო,19,3,1319,სtო,25061,False
თბო,22,3,1132,tბო,24904,False
<ქო,21,3,1185,<kო,24885,True
ააფ,20,3,1244,ააp,24880,False
ზეთ,23,3,1081,ზეt,24863,False
თხრ,23,3,1081,tხრ,24863,False
გაკ,21,3,1182,გაk,24822,False
ხატ,24,3,1031,ხაt,24744,False
აქვ,20,3,1232,აkვ,24640,True
<სწ,16,3,1540,<სc,24640,False
<გი,18,3,1366,<გი,24588,False
ოქმ,22,3,1115,ოkმ,24530,False
აღვ,20,3,1222,აგვ,24440,True
კით,21,3,1163,kიt,24423,False
ტოლ,19,3,1280,tოლ,24320,False
უწყ,24,3,1013,უcყ,24312,False
გემ,22,3,1103,გემ,24266,False
ექ>,16,3,1514,ეk>,24224,False
რიც,20,3,1209,რიc,24180,False
ოთხ,20,3,1208,ოtხ,24160,False
წეს,24,3,1005,cეს,24120,False
<ზღ,18,3,1335,<ზგ,24030,False
აგლ,21,3,1143,აგლ,24003,True
ატვ,23,3,1031,აtვ,23713,True
მოღ,22,3,1077,მოგ,23694,True
<ღვ,26,3,907,<გვ,23582,True
<მგ,18,3,1310,<მგ,23580,False
ალთ,20,3,1176,ალt,23520,False
კმა,21,3,1115,kმა,23415,False
შეწ,25,3,936,შეc,23400,False
ათრ,24,3,974,აtრ,23376,True
კვრ,21,3,1109,kვრ,23289,False
ოცხ,22,3,1058,ოcხ,23276,False
აუც,17,3,1369,აუc,23273,True
ითე,18,3,1289,იtე,23202,True
ცელ,23,3,1008,cელ,23184,False
ტავ,18,3,1280,tავ,23040,True
თქვ,18,3,1278,tkვ,23004,False
ეკლ,22,3,1045,ეkლ,22990,False
ატყ,21,3,1094,აtყ,22974,False
ეტო,17,3,1351,ეtო,22967,False
მათ,21,3,1090,მაt,22890,True
ღი>,23,3,992,გი>,22816,True
გო>,18,3,1258,გო>,22644,False
ლთა,17,3,1330,ლtა,22610,False
იფე,22,3,1025,იpე,22550,False
ნაღ,19,3,1182,ნაგ,22458,True
ფრა,20,3,1119,pრა,22380,False
თით,20,3,1112,tიt,22240,False
აპრ,20,3,1110,აpრ,22200,True
ალტ,21,3,1055,ალt,22155,True
აჟი,19,3,1166,აjი,22154,False
აუგ,15,3,1472,აუგ,22080,False
ციი,15,3,1469,cიი,22035,False
მწვ,21,3,1042,მcვ,21882,False
გაფ,20,3,1094,გაp,21880,False
სპო,22,3,994,სpო,21868,False
ითმ,19,3,1145,იtმ,21755,False
<ჯი,23,3,937,<jი,21551,False
რღვ,20,3,1074,რგვ,21480,True
აცო,22,3,975,აcო,21450,False
ეკი,18,3,1188,ეkი,21384,False
ჯებ,17,3,1248,jებ,21216,False
ეგა,19,3,1115,ეგა,21185,False
ფენ,18,3,1176,pენ,21168,False
აფო,17,3,1245,აpო,21165,True
ჟან,21,3,1006,jან,21126,True
ააწ,17,3,1242,ააc,21114,False
გლე,20,3,1055,გლე,21100,False
კოპ,17,3,1241,kოp,21097,False
ეთრ,18,3,1167,ეtრ,21006,True
ოკლ,19,3,1101,ოkლ,20919,False
მწყ,19,3,1080,მcყ,20520,False
ფის,20,3,1022,pის,20440,False
აწა,18,3,1135,აcა,20430,True
მიტ,21,3,972,მიt,20412,False
ბატ,23,3,887,ბაt,20401,False
ნეტ,19,3,1072,ნეt,20368,False
პექ,13,3,1556,pეk,20228,False
ცხი,21,3,960,cხი,20160,False
ოპი,15,3,1340,ოpი,20100,True
უკი,21,3,951,უkი,19971,True
ფიქ,19,3,1051,pიk,19969,False
დუღ,21,3,946,დუგ,19866,False
ღლე,18,3,1103,გლე,19854,True
რთმ,20,3,991,რtმ,19820,False
ეგი,17,3,1161,ეგი,19737,False
<ეწ,14,3,1409,<ეc,19726,False
<ქი,14,3,1404,<kი,19656,True
ბათ,16,3,1222,ბაt,19552,True
ფლა,21,3,930,pლა,19530,False
ეფ>,14,3,1394,ეp>,19516,False
სწრ,17,3,1145,სcრ,19465,False
ჩქა,21,3,921,ჩkა,19341,False
ტყუ,17,3,1137,tყუ,19329,False
ტე>,19,3,1017,tე>,19323,False
მოფ,18,3,1073,მოp,19314,False
ქრე,21,3,918,kრე,19278,True
ათხ,18,3,1069,აtხ,19242,False
ლაკ,20,3,962,ლაk,19240,True
ქიმ,22,3,869,kიმ,19118,False
ათო,19,3,1006,აtო,19114,True
როპ,16,3,1193,როp,19088,False
პრე,15,3,1265,pრე,18975,True
გაყ,21,3,902,გაყ,18942,False
როგ,17,3,1113,როგ,18921,False
ექც,20,3,944,ეkc,18880,False
უფე,20,3,941,უpე,18820,False
ცეც,21,3,886,cეc,18606,False
იმღ,6,3,3101,იმგ,18606,False
აქს,18,3,1032,აkს,18576,False
კილ,16,3,1155,kილ,18480,False
რკი,17,3,1085,რkი,18445,False
ეკ>,13,3,1418,ეk>,18434,True
რწყ,18,3,1024,რcყ,18432,False
აწო,18,3,1024,აcო,18432,True
რგე,16,3,1152,რგე,18432,False
<გლ,17,3,1084,<გლ,18428,False
ომპ,15,3,1228,ომp,18420,False
გუნ,20,3,916,გუნ,18320,False
<ცო,19,3,963,<cო,18297,False
არწ,19,3,962,არc,18278,True
ტინ,12,3,1520,tინ,18240,True
ნაპ,19,3,958,ნაp,18202,False
ოტო,14,3,1295,ოtო,18130,False
უტი,17,3,1062,უtი,18054,False
ჯა>,18,3,1000,jა>,18000,False
აგზ,19,3,939,აგზ,17841,False
საპ,16,3,1113,საp,17808,True
ოფე,16,3,1110,ოpე,17760,True
ეპ>,13,3,1364,ეp>,17732,True
კბი,17,3,1043,kბი,17731,False
ტყა,18,3,978,tყა,17604,False
ფონ,16,3,1097,pონ,17552,False
ნთე,17,3,1031,ნtე,17527,True
წვრ,17,3,1030,cვრ,17510,False
პრი,19,3,905,pრი,17195,True
აცუ,16,3,1073,აcუ,17168,False
ექი,17,3,1005,ეkი,17085,True
ასპ,10,3,1703,ასp,17030,False
მჟა,11,3,1547,მjა,17017,False
ცოც,20,3,850,cოc,17000,False
ავთ,15,3,1125,ავt,16875,True
ეკრ,18,3,935,ეkრ,16830,False
<ღი,20,3,839,<გი,16780,True
ჟავ,11,3,1519,jავ,16709,True
იგი,18,3,926,იგი,16668,False
<ქე,18,3,920,<kე,16560,True
მწე,17,3,974,მcე,16558,False
ფრო,7,3,2362,pრო,16534,True
ასკ,14,3,1177,ასk,16478,False
ღლი,19,3,866,გლი,16454,True
ვაგ,17,3,967,ვაგ,16439,False
კიც,18,3,912,kიc,16416,False
გინ,16,3,1024,გინ,16384,False
კენ,17,3,962,kენ,16354,False
<ეღ,14,3,1163,<ეგ,16282,True
ღმო,14,3,1159,გმო,16226,False
აქე,16,3,1014,აkე,16224,True
როტ,13,3,1248,როt,16224,False
ექა,16,3,1006,ეkა,16096,True
ალკ,15,3,1071,ალk,16065,False
გაგ,16,3,1000,გაგ,16000,False
<ეც,14,3,1140,<ეc,15960,True
ააც,16,3,993,ააc,15888,True
რქი,19,3,836,რkი,15884,True
მთხ,20,3,792,მtხ,15840,False
ოწყ,20,3,791,ოcყ,15820,False
<უთ,15,3,1052,<უt,15780,False
მტკ,17,3,926,მtk,15742,False
პლა,14,3,1113,pლა,15582,True
თად,19,3,818,tად,15542,False
უკე,11,3,1406,უkე,15466,False
წყლ,17,3,909,cყლ,15453,False
თმა,16,3,958,tმა,15328,False
უღე,18,3,847,უგე,15246,False
<გზ,13,3,1167,<გზ,15171,False
ცდე,17,3,892,cდე,15164,False
რაქ,15,3,1009,რაk,15135,True
აფლ,19,3,796,აpლ,15124,False
<თრ,13,3,1161,<tრ,15093,True
ეც>,12,3,1255,ეc>,15060,False
ლეგ,17,3,885,ლეგ,15045,False
შეც,18,3,833,შეc,14994,True
კეც,16,3,937,kეc,14992,False
ცის,17,3,877,cის,14909,False
უტა,12,3,1239,უtა,14868,True
<ეჯ,12,3,1235,<ეj,14820,False
სიგ,19,3,779,სიგ,14801,False
ქმნ,15,3,984,kმნ,14760,False
მტა,17,3,867,მtა,14739,True
აპე,16,3,919,აpე,14704,True
ნსტ,18,3,815,ნსt,14670,False
გრო,15,3,966,გრო,14490,False
ოცი,15,3,963,ოcი,14445,False
როფ,15,3,961,როp,14415,True
ფეთ,18,3,797,pეt,14346,False
კრო,11,3,1293,kრო,14223,True
დგუ,17,3,833,დგუ,14161,False
წვი,15,3,943,cვი,14145,False
კირ,17,3,832,kირ,14144,False
<მღ,12,3,1175,<მგ,14100,True
ოთა,13,3,1083,ოtა,14079,True
ვიწ,17,3,828,ვიc,14076,False
ღმა,15,3,936,გმა,14040,True
ცარ,16,3,876,cარ,14016,True
<შტ,14,3,1001,<შt,14014,False
ფურ,15,3,930,pურ,13950,False
იგ>,19,3,733,იგ>,13927,False
ალგ,15,3,927,ალგ,13905,False
თეთ,14,3,991,tეt,13874,False
ნით,16,3,867,ნიt,13872,True
პას,16,3,867,pას,13872,True
ტვრ,17,3,813,tვრ,13821,False
ტემ,19,3,727,tემ,13813,False
იტო,14,3,984,იtო,13776,True
მცე,17,3,806,მcე,13702,True
აუღ,14,3,974,აუგ,13636,True
პენ,16,3,852,pენ,13632,True
ქსპ,19,3,715,kსp,13585,False
დეკ,16,3,849,დეk,13584,False
ფია,14,3,970,pია,13580,False
ოწმ,19,3,713,ოcმ,13547,False
იკვ,15,3,902,იkვ,13530,False
იქრ,16,3,845,იkრ,13520,False
ზოგ,18,3,750,ზოგ,13500,False
იკრ,11,3,1225,იkრ,13475,True
ნქა,16,3,842,ნkა,13472,False
უწე,16,3,838,უcე,13408,False
ცვი,15,3,893,cვი,13395,True
აქრ,15,3,892,აkრ,13380,True
რკვ,16,3,833,რkვ,13328,False
ჯვა,19,3,700,jვა,13300,False
იცა,17,3,782,იcა,13294,False
ჯარ,18,3,738,jარ,13284,False
ისწ,17,3,777,ისc,13209,False
აღუ,12,3,1099,აგუ,13188,True
თალ,13,3,1014,tალ,13182,True
ნგე,15,3,878,ნგე,13170,False
სცე,16,3,821,სcე,13136,False
ჟი>,16,3,812,jი>,12992,True
რგო,15,3,865,რგო,12975,False
ეკუ,17,3,763,ეkუ,12971,False
მპე,15,3,858,მpე,12870,False
ეფი,15,3,856,ეpი,12840,True
პალ,14,3,915,pალ,12810,False
იც>,13,3,983,იc>,12779,False
აღო,15,3,851,აგო,12765,True
<მფ,12,3,1061,<მp,12732,False
ერწ,17,3,747,ერc,12699,True
ძღვ,17,3,743,ძგვ,12631,False
ეწ>,10,3,1256,ეc>,12560,True
ეგმ,18,3,697,ეგმ,12546,False
ორწ,17,3,736,ორc,12512,True
თქე,18,3,693,tkე,12474,False
<ტკ,17,3,731,<tk,12427,True
<ფლ,13,3,955,<pლ,12415,False
ატკ,16,3,775,აtk,12400,False
ტვა,16,3,775,tვა,12400,True
აცრ,14,3,883,აcრ,12362,False
კვდ,19,3,650,kვდ,12350,False
მით,15,3,821,მიt,12315,True
აუტ,10,3,1230,აუt,12300,True
პან,11,3,1117,pან,12287,True
წია,14,3,877,cია,12278,True
ოკრ,15,3,818,ოkრ,12270,False
თოვ,15,3,814,tოვ,12210,False
ვაკ,14,3,872,ვაk,12208,False
ოფო,12,3,1012,ოpო,12144,True
<კბ,13,3,934,<kბ,12142,False
ქტუ,14,3,865,ktუ,12110,False
უქც,18,3,669,უkc,12042,False
ქვს,14,3,856,kვს,11984,False
ქსო,14,3,855,kსო,11970,False
ამღ,14,3,855,ამგ,11970,True
მეთ,12,3,996,მეt,11952,True
ეგუ,18,3,658,ეგუ,11844,False
პილ,15,3,787,pილ,11805,True
შეთ,17,3,694,შეt,11798,False
თს>,12,3,982,tს>,11784,False
შეფ,17,3,693,შეp,11781,False
ცურ,14,3,841,cურ,11774,False
სით,18,3,649,სიt,11682,True
ფულ,16,3,727,pულ,11632,True
ეწი,15,3,775,ეcი,11625,True
ფოტ,13,3,893,pოt,11609,False
ბუქ,15,3,767,ბუk,11505,False
თიე,15,3,767,tიე,11505,True
დაჟ,10,3,1150,დაj,11500,True
ნჯა,16,3,717,ნjა,11472,False
თმო,16,3,716,tმო,11456,False
ეგე,13,3,881,ეგე,11453,False
რტა,13,3,875,რtა,11375,True
კაპ,14,3,812,kაp,11368,False
ცავ,14,3,811,cავ,11354,True
ეფა,13,3,873,ეpა,11349,False
<უგ,12,3,945,<უგ,11340,False
იატ,14,3,809,იაt,11326,False
ფს>,15,3,755,pს>,11325,False
<ცვ,15,3,755,<cვ,11325,True
აღრ,12,3,943,აგრ,11316,True
გეგ,18,3,628,გეგ,11304,False
გაი,10,3,1127,გაი,11270,False
სიც,17,3,657,სიc,11169,False
რგუ,15,3,744,რგუ,11160,False
ტყე,13,3,858,tყე,11154,False
მწი,16,3,696,მcი,11136,True
ნტო,11,3,1012,ნtო,11132,False
სკი,15,3,739,სkი,11085,False
ღუნ,14,3,789,გუნ,11046,True
კრუ,13,3,849,kრუ,11037,False
ტიზ,12,3,919,tიზ,11028,False
ოცვ,15,3,731,ოcვ,10965,False
სკვ,12,3,913,სkვ,10956,False
წირ,16,3,683,cირ,10928,True
იკ>,15,3,728,იk>,10920,False
ლეთ,13,3,838,ლეt,10894,True
პყრ,14,3,778,pყრ,10892,False
<პლ,11,3,987,<pლ,10857,True
ნთქ,16,3,670,ნtk,10720,False
ვატ,14,3,763,ვაt,10682,False
ოგო,15,3,709,ოგო,10635,False
რწმ,14,3,754,რcმ,10556,False
აიკ,9,3,1170,აიk,10530,False
უთრ,17,3,615,უtრ,10455,False
ააქ,14,3,745,ააk,10430,True
ისფ,15,3,694,ისp,10410,False
დუქ,16,3,639,დუk,10224,False
გოგ,15,3,678,გოგ,10170,False
ათბ,14,3,726,აtბ,10164,False
იათ,12,3,845,იაt,10140,True
ოგე,9,3,1126,ოგე,10134,False
იფ>,16,3,630,იp>,10080,False
ეცე,13,3,775,ეcე,10075,False
